id,serviceId,description,locationId
70d1b8e5-e412-46d8-a2a8-396a99e289d8,5eb49ccf-3c73-4cd0-b1a0-479d903413db,"Operates acute care hospitals providing inpatient, outpatient, and emergency medical services for a range of medical and surgical procedures.",01a2b0e4-e726-43ee-8077-4f0f1f033d66
620e4a46-0cad-4cec-a049-fed3318a455b,30e02b08-16f7-4639-bf2d-6bbca094c46b,"Provides inpatient rehabilitation services to help manage the following: Stroke Brain Injury Spinal Cord Injury Neurological conditions (i.e. Parkinson's disease, multiple sclerosis) Spine surgery Orthopedics, joint replacement, or arthritis Muscular conditions Lymphatic disorders",b5664ce2-57bd-4509-9d35-dd17586bb197
117cd0d5-bd36-4e38-8fa2-39c9bf5b7a36,f230b1be-ad19-4478-865c-e2759c593845,Processes and investigates complaints filed against registered nursing professionals.,3f5f73c4-0400-49ac-894f-b6b672f38824
bb4df1f0-01c8-47b3-a52b-100c17a91b17,f5eab7fb-4fbc-4ef6-9a6a-a7a96f0bb23e,"Helps families and individuals prepay for all or some future tuition and school wide required fees at any two- or four-year Texas public college or university. Account holders purchase Tuition Units, which represent a fixed amount of undergraduate resident tuition and school wide required fees charged by Texas public colleges and universities.The Texas Match the Promise Foundation encourages families to save for college by offering matching scholarships and tuition grants to participants in the Texas Tuition Promise Fund.",40e4ad58-d223-40bf-bb52-d182fc9ec605
50e5160d-36d4-401f-a114-3b78e3b0d79e,e1a600d9-0633-4322-b69c-2aa4abde3f60,"Collects taxes and fees owed the state. Provides applications for sales tax permits for businesses that collect state sales tax. Provides information about various state taxes, including sales franchises, fuel, hotels, amusement, and minerals.For a list of taxes administered by the Comptroller's office, visit https://comptroller.texas.gov/taxes/a-to-z.php",40e4ad58-d223-40bf-bb52-d182fc9ec605
044f47c4-2277-4443-bbd9-82762ed21686,f26a65d7-0ffc-480e-b099-10ec71c5d814,"Offers sales and use tax seminars for business owners across the state throughout the year.The seminars are free and no registration is required. Consumers, retailers, and practitioners are also invited to participate in sales tax webinars hosted by the Comptrollers office.Taxpayer seminars are geared toward new business taxpayers, but offer helpful information for all taxpayers. They include an overview of tax responsibilities and information on voluntary compliance with sales tax laws and regulations. Each seminar is also driven by discussion and attendees are encouraged to bring their questions and comments.",40e4ad58-d223-40bf-bb52-d182fc9ec605
15e21006-7479-4603-95e7-123101cf905a,adb283a5-7aa7-45d2-ab68-c27c5990e959,"Encourages and assists individuals and families in saving funds for the purpose of supporting individuals with disabilities maintain health, independence, and quality of life; and to provide secure funding for qualified disability expenses for individuals with disabilities that will supplement, but not supplant, benefits provided through private insurance, Medicaid, SSI, SSDI, the Designated Beneficiary's employment, and other sources. Balances in the Texas ABLE Program Account (Account) are disregarded for purposes of determining the Designated Beneficiary's eligibility to receive benefits under Medicaid. Balances of up to $100,000 will be disregarded for purposes of determining the Designated Beneficiary's eligibility to receive benefits under the Supplemental Security Income (SSI) program.",40e4ad58-d223-40bf-bb52-d182fc9ec605
4ace4139-2b2e-4caf-a1e1-045af1460f54,dd013850-2a8f-4d86-916c-48fcca32429f,"Provides a Sales Tax Holiday in August for clothing and school supplies. During this event, no state or local sales tax will be charged on eligible items. The 2024 sales tax holiday begins Friday, Aug. 9, and goes through midnight Sunday, Aug. 11. Items that qualify for sales tax exemption must be priced less than $100 and include: Adult and infant diapers; Adult, child and infant clothing and shoes; Coats and jackets; Backpacks (for elementary and secondary school students, not college students);School Supplies, Face Masks Belts; Sweat suits/gym wear; Swim suits; And more Items that do not qualify for the sales tax exemption include: Sports uniforms and helmets; accessories such as jewelry and watches; items that are carried rather than worn, including handbags, briefcases and wallets; items defined as luggage, athletic/duffel/gym bags, computer bags, purses, or framed backpacks; and clothing rentals, such as formal wear and costumes. Layaway plans may be used to take advantage of the sales tax holiday.",40e4ad58-d223-40bf-bb52-d182fc9ec605
10181a70-5efb-4198-a987-a0c29325eed8,a0282bc2-83b9-460b-a36f-0546710265ca,"Provides a Sales Tax Holiday in May for Energy Star Appliances and Water-Efficient Products. During this event, no state or local sales tax will be charged on eligible items.The 2022 holiday begins Saturday, May 28, and goes through Monday, May 30 (Memorial Day).Items that qualify for the Energy Star Sales Tax Holiday include: Air Conditioners (with a sales price of $6,000 or less) Refrigerators (with a sales price of $2,000 or less) Ceiling fans Incandescent and fluorescent light bulbs Clothes washers Dishwashers Dehumidifiers Programmable thermostatsItems that DO NOT qualify, even if they are ENERGY STAR-labeled include: Water heaters Clothes dryers Freezers Stoves Attic fans Heat pumps Wine refrigerators Kegerators Beverage chillersWater Efficient Products Sales TaxYou can buy items tax free during the holiday that are used or planted for: Conserving or retaining groundwater; Recharging water tables; or Decreasing ambient air temperature, and so limiting water evaporation.Examples of items that qualify for the exemption include: Soaker or drip-irrigation hose Moisture control for a sprinkler or irrigation system Mulch Rain barrel or an alternative rain and moisture collection system Permeable ground cover surface that allows water to reach underground basins, aquifers or water collection points Plants, trees and grasses Water-saving surfactants Soil and compostExamples of items that DO NOT qualify for the exemption include: Construction/building materials Awnings and other items used to create shade Air conditioners* Ceiling fans* Sprinklers*Certain air conditioners and ceiling fans can be bought tax free as part of the Energy Star Sales Tax Holiday during Memorial Day weekend.Additional charges affect purchase price:Delivery, shipping, handling, and transportation charges are part of the sales price. If delivery charge is $50 for a $1,995 Energy Star refrigerator for a total sales price of $2,045, the purchaser would be responsible to pay tax on the full amount because it is over $2,000 cap for refrigerators.",40e4ad58-d223-40bf-bb52-d182fc9ec605
1ed41069-4747-4eb2-b0f7-faa30be08753,5f40bbfc-0a98-4c77-bedd-8129ecff95cc,"Provides a searchable database of unclaimed property. The Texas unclaimed property law requires financial institutions, businesses, and government entities to report to the state any individual's personal property they are holding that is considered abandoned or unclaimed.Property is turned over to the Comptroller's office annually when the owner's whereabouts are unknown and the property has been inactive on the books of the reporting company, after the appropriate abandonment period has passed.",40e4ad58-d223-40bf-bb52-d182fc9ec605
137a6e14-7465-44d9-b007-7864df8debf2,3b35d4db-d1bb-47a2-a722-7ba4bb5eec27,"Provides information and referrals through a public website and hotline to help students who are homeless enroll in school and locate the necessary items to attend school. Provides training, information, and assistance to interested parties in order to ensure all school-aged children who are experiencing homelessness in Texas have access to public education.",0fdebc2e-ca0a-4500-b989-6be0a84c755a
c8fa74b5-614e-4265-bf92-8e1259c322c7,3459d646-11c4-43d4-a1b5-a6bf2a515ccd,"Investigates complaints regarding funeral directors, embalmers, mortuary service personnel, crematories, some cemeteries, and funeral service establishments.",cfc1b65d-0dfb-4d23-8eab-ed64172047d9
82f42ad5-b355-470d-a8ea-2cd892ed64ca,a02754b5-b324-42e0-83b7-61d59075dc26,"Issues licenses for funeral directors, embalmers, crematories, some cemeteries, and funeral service establishments. Provides information about governing laws and continuing education.",cfc1b65d-0dfb-4d23-8eab-ed64172047d9
a941d41a-3466-491d-aac1-b49b0e01daa0,2f5c62c7-a5a1-4c0b-8fa5-2498da0785eb,"Protects and preserves the state's historic and prehistoric resources for the use, education, enjoyment and economic benefit of Texans.Provides information in the areas of archeology, architecture, history, economic development, heritage, tourism, public administration and urban planning.Provides a variety of free publications including visitor guides, information on historical sites, and more.",8e6941b5-81d1-462f-9097-4e0560e845f4
3a6c2e23-3208-45c7-ac12-45419ad63f4a,a45c1ddf-d52f-4372-a4be-4ff918161de9,"Provides free legal assistance for transactional matters, not involving litigation, to nonprofit organizations that serve low-income communities. Services are provided by volunteer attorneys.Services include assistance with incorporation, federal tax exemption, bylaws, contracts, internal policies, board compliance, and other nonprofit legal needs. Offers free legal workshops for nonprofits and an online Legal Resource Center with information on legal issues affecting nonprofits. Website lists upcoming workshops.As of June 10, 2022, CBAR services are limited to TRLA's 68-county service area in South and West Texas, which includes greater San Antonio, Austin, El Paso, and the RioGrande Valley.",75025bd0-4bdc-40c4-89a5-e0f0030cec1e
2452fb77-d5a5-43dd-b73d-e1a75588d67b,cb026b36-5ba7-4e18-b391-529524b35170,"Investigates complaints against licensed dentists, dental hygienists, registered dental assistants, and dental laboratories. Complaints may include quality of care allegations, sanitation violations, professional conduct issues and issues such as patient abandonment or failure to comply with TSBDE rules and regulations.Assists local law enforcement with the investigation of practicing without a license complaints. Does not have jurisdiction over fee disputes.",e16853e7-48e8-4f0f-a526-8297f2913a16
ec6490f1-97da-4a33-aec9-b76186e4aa72,0c8618ac-153c-40c2-af44-34cec9ef925c,"Provides enforcement, licensing, peer assistance, and related information services to dentists, dental hygienists and dental assistants.",e16853e7-48e8-4f0f-a526-8297f2913a16
5ce9e0fd-d2e1-4d08-aa88-82bfa6e0b75f,836a4f1b-6382-46da-aeaa-7bf3dac0a422,"Provides an online search portal to verify a licensee or registrant's current license status and view any public actions taken by the Board against a licensee or registrant. Posts a list of every disciplinary action and remedial plans entered against dentist, dental hygienist, and dental assistant licensees following each quarterly board meeting. Offers a list of licenses that have been temporarily suspended by an executive committee of the Board.",e16853e7-48e8-4f0f-a526-8297f2913a16
4fa232b1-5834-43f3-94d0-e39bd42b0db3,df76ab55-0110-4c33-afdd-e4f110938fd4,"Provides child support enforcement, upon request, for delinquent child support and medical support.",9304112d-d3a1-4261-b965-9f3a3fab7885
148eee2e-f301-488e-b6ae-b038b9e90ad6,871fb446-44a4-423b-840a-ef2ecad3c775,"Hosts six Cooperative Parenting classes intended to increase parental understanding about the effects of separation/divorce on children, and promote co-parenting practices.
Provides information about: communication, conflict resolution, positive co-parenting, legal issues, child development, and anger management.
Classes may be taken virtually or in-person. Children are not allowed to attend in-person classes. A certificate is provided if needed in court.",9304112d-d3a1-4261-b965-9f3a3fab7885
bd815791-56c4-45b9-a1fc-ac9c6c228522,75610153-b388-4cc3-ae2b-c461d9efc714,"Offers Kids Exchange, a network of private providers administered by the Travis County Domestic Relations Office who offer parenting time services, such as: 
<ul><li>Neutral exchanges 
<li>Supervised visitation 
<li>Therapeutic visitation 
<li>Documentation of all exchanges and supervised visits</ul>",9304112d-d3a1-4261-b965-9f3a3fab7885
d5c33927-96e2-4255-a4f6-62f360728b76,65b6a4c2-566f-4a47-915f-1d9dfce2873a,"Offers confidential pregnancy services, including: 
Pregnancy tests   
Limited ultrasounds   
May offer maternity clothes, infant clothes, diapers (sizes preemie  - 6 toddler and pull-ups), baby formula, baby wipes, children's toys, other baby items when available (may include cribs, changing tables, bassinets, etc.)   
Life skills classes   
Fatherhood classes   
Parenting classes (using the Bright Course curriculum) - classes can fulfill requirement for a court ordered parenting program   
Advocacy and case management for families with Child Protective Services (CPS) involvement   
English as a Second Language (ESL) Classes   
Professional counseling by referral   
Referrals for housing, counseling, and other community resources. 

Provides a post-abortion support group. Does not provide abortion referrals nor information about birth control.",7a890ebe-cb8c-4ed9-b474-ac099292ac5e
8fea8e47-cf47-4485-b77e-6b80967e74b2,2287fb70-b3ba-4667-b26b-6ad230d201a5,Provides higher education services at a public university offering undergraduate and graduate degrees. For information about admissions visit or contact Visitor Center.,84eca541-776e-4a6e-9574-b1219137985b
c9b92c37-bea7-45e5-9e9d-9748cbf000db,98089e7e-3565-445a-91d8-f2fdbfd5b561,"Provides evaluation and treatment for individuals experiencing problems with articulation (mispronunciation of sounds), fluency (stuttering), hearing, language (child language impairment or recovering of language from stroke or other brain trauma), and voice (hoarse or strained voice).Offers hearing aid fitting and dispensing. May assist eligible clients in accessing low cost hearing aid programs.Offers a 2-3 week intensive group therapy speech pathology session in the summer.Trains parents to facilitate their child's speech and language development at home.Offers both testing and therapy services in English and Spanish.Services are provided by graduate student clinicians under the supervision of licensed and certified speech-language pathologists and audiologists.",d5361491-16dc-43d8-84a5-54dc26d839a0
afa0e1f9-cf03-4b81-87e2-b3ee96450d8f,334f7ce7-e443-4188-a0a0-6d352f826a1c,"Provides affordable individual and group therapy for a variety of anxiety and stress-related disorders such as:  Anxiety disorders Social Anxiety Disorder (SAD) Obsessive-Compulsive Disorder (OCD) Generalized Anxiety Disorder (GAD) Panic attacks and Panic Disorder Agoraphobia Posttraumatic Stress Disorder (PTSD) Specific Phobias, e.g., spider phobia, snake phobia Depression Stress management and overall wellnessCognitive Behavioral Therapy (CBT) and Exposure & Response Prevention (ERP) are used along with Virtual Reality Treatment (VRT) for specific phobias (e.g., fear of heights, fear of flying.Services are provided by faculty-supervised doctoral students in UT's Clinical Psychology doctoral program, and on a limited basis by licensed psychologists.Offers a Social Anxiety Group Treatment Program as a low-cost, self-guided treatment plan for those who struggle with persistent fears of negative evaluation. This treatment program involves a combination of individual and group therapy.Clinic is an ongoing collaboration between the following institutions: Department of Psychology at UT, Institute for Mental Health Research, Anxiety & Health Behaviors Lab, and the Fitness Institute of Texas.",9337bdaf-70ae-4c5e-9f6e-ce201d71f497
60457406-0f43-4fb7-885e-fb163bfb3397,12823b9b-4a93-43c3-9f03-5aead5cdcd34,"Provides individual counseling utilizing Cognitive Behavioral Therapy (CBT) for anxiety conditions such as panic attacks, phobias, obsessive-compulsive disorder, and post traumatic stress disorder (PTSD), as well as and uncomplicated depression. Therapists are not trained to work with clients who have psychoses, are actively suicidal, or have a current substance dependence.Clinics operate in conjunction with the academic semesters, with openings typically at the beginnings of semesters.Psychotherapy is provided by clinical psychology doctoral students. Doctoral students work under the supervision of in-house psychologists to provide services.",9337bdaf-70ae-4c5e-9f6e-ce201d71f497
4d4ab95f-e48c-42d1-a03c-dd8626681fd2,fa6ecadd-97ad-4253-8df0-8e362fc605fd,"Studies anxiety disorders and provides cognitive behavioral treatment for individuals experiencing significant anxiety, including:   Panic    Obsessive-Compulsive Disorder   Social Anxiety   Generalized Anxiety    Post-Traumatic Stress   Health Anxiety   Fear of spiders, fear of heights, and other specific phobiasProvides clinical evaluation and treatment for anxiety disorders, including: fee-based individual, group, and intensive treatment and no-cost treatment as part of a research study.",9337bdaf-70ae-4c5e-9f6e-ce201d71f497
b7e7aa79-2936-48e0-9119-f224804844e1,27db0c6e-bef8-48b0-826c-b91ed7651ea6,Provides membership-based continuing education opportunities for older adults. Offers three six-week sessions of seminars on a variety of academic topics. Hosts social events for members.,ef1af15d-4acc-44b0-afa2-9847fc60e27f
725956cd-79e1-4e4d-ba0f-84d646e7ea72,e357cf82-1bad-4e04-8082-19759c022016,"Provides professional development classes and certificate programs through the Center for Professional Education. Offers a range of areas of study, such as: business, communication, graphic design, financial planning, human resources, management and leadership, nonprofit management, paralegal, personal trainer, and project management. Offers military specific trainings for Active Duty, National Guard and Reservists.",93a29e69-bc0f-436f-9ee5-749dc64ddd03
4d11888f-84eb-4fe8-8a11-f78fe031e544,73bcc63c-9b51-4837-b559-fcfeb9563ef8,"Offers open-enrollment college courses in a variety of formats, including: in-person on campus, self-paced online courses, and online courses that follow the semester schedule. Teaches courses by UT Austin or UT-Austin approved instructors. Does not grant college degrees, but offers course credit that may appear on an official university transcript and count towards degree programs.",93a29e69-bc0f-436f-9ee5-749dc64ddd03
842c8fbe-5746-41a4-869f-d7fc1c9c28a9,224f48be-8b9f-4505-b868-eac2532a0a45,"Provides a confidential advice line for the University of Texas (UT) at Austin's faculty, students and staff to discuss their concerns about another UT individual's behavior. Trained staff provide appropriate guidance and resource referrals to address the particular situation. Dependent on the situation, individuals may be referred to resources including but not limited to the Office of the Dean of Students/Student Emergency Services, Counseling and Mental Health Center, and the Employee Assistance Program.The Behavior Concerns Line can also address COVID-19 concerns.This service is a partnership among the Office of the Dean of Students, the Counseling and Mental Health Center (CMHC), the Employee Assistance Program (EAP) and The University of Texas Police Department (UTPD)",eda02d73-1ecd-45ba-acf7-26242bac6bbd
be078167-9f7f-475e-8bda-e41ec62d444d,52621fd4-ec30-42b1-8843-773fa357479e,"Provides outreach, intervention, advocacy, and referrals for currently enrolled students. Conducts outreach with faculty/staff if a student is unable to attend class due to illness or injury.Operates the Student Emergency Fund which may provide financial assistance to students in need.Acts as a central point of contact for families when concerned for a student or when addressing student deaths.Operates the UT Outpost, a free on-campus food pantry and career closet for all currently enrolled students at UT Austin.",eda02d73-1ecd-45ba-acf7-26242bac6bbd
b3924b17-459d-4f3a-ad0d-44133aad9c6e,52621fd4-ec30-42b1-8843-773fa357479e,"Provides outreach, intervention, advocacy, and referrals for currently enrolled students. Conducts outreach with faculty/staff if a student is unable to attend class due to illness or injury.Operates the Student Emergency Fund which may provide financial assistance to students in need.Acts as a central point of contact for families when concerned for a student or when addressing student deaths.Operates the UT Outpost, a free on-campus food pantry and career closet for all currently enrolled students at UT Austin.",783274aa-3470-4cd0-a66f-b03fa20c4a2f
2d07d558-f808-4934-9add-ea7d0851bb28,c9c7cafc-a61b-4f8c-9627-8de0e6e14d17,"Provides affordable, long-term nursing care for Texas veterans, their spouses and Gold Star parents. Subsidizes much of the cost, so daily out-of-pocket rates are well below average and include the cost of medications for veterans.Offers private or semi-private rooms, based upon availability. Provides highly specialized care in the Alzheimer's units at each home, including courtyards.Ussery-Roan Texas State Veterans Home1020 Tascosa RoadAmarillo, Texas 79124806-322-8387Lamun-Lusk-Sanchez Texas State Veterans Home1809 North Highway 87Big Spring, Texas 79720-0793432-268-8387Clyde W. Cosper Texas State Veterans Home1300 Seven Oaks RoadBonham, Texas 75418-3254903-640-8387Ambrosio Guillen Texas State Veterans Home9650 Kenworthy StreetEl Paso, Texas 79924915-751-0967Frank M. Tejeda Texas State Veterans Home200 Veterans DriveFloresville, Texas 78114-2709830-216-9456Richard A. Anderson Texas State Veterans Home14041 Cottingham RoadHouston, Texas 77048346-293-9600Alfredo Gonzalez Texas State Veterans Home301 East Yuma AvenueMcAllen, Texas 78503956-682-4224William R. Courtney Texas State Veterans Home1424 Martin Luther King Jr. LaneTemple, Texas 76504-5491254-791-8280Watkins-Logan Texas State Veterans Home11466 Honor LaneTyler, Texas 75708903-617-6150",e6f97542-84bd-4c55-98d0-b6510ac095e7
ce1fbb04-e994-469a-8ae3-685faeb84dd8,cfe9cd07-36f6-441f-9cc1-12705927c93b,"Provides free burial space for veterans, their spouses, and eligible dependents. Helps each veteran and their family with burial benefits that are identical to those at federal veteran cemeteries.Includes the following burial benefits:   Military honors for Veterans   Grave plot   Opening and closing of the grave   Concrete grave liner for casketed burials   Headstone or marker   Presentation of the burial flag to the next of kin   Presidential certificate   Playing of Taps   Gun salute   Perpetual care of the grave   Funeral home will obtain a burial flag to accompany the Veteran's casket or urn and will assist with requesting military honors.Does not cover funeral home charges such as the cost of a casket, cremation, viewing, flower cars, or transportation of the remains and family. However, if the Veteran dies of a service connected cause of death, the family may be eligible for reimbursement from the VA for some of the funeral home costs up to $2,000.Each cemetery has opportunities for community and Veteran volunteers.",e6f97542-84bd-4c55-98d0-b6510ac095e7
c1018d12-5bf4-45b7-97ab-b1ab43749640,cc8791f4-a8a8-4c06-8dc7-1caa9e29172f,"COVID-19 Update:In response to the COVID-19 pandemic, the VLB has issued a temporary moratorium on credit reporting, evictions and foreclosures, and a temporary suspension of late payment penalties. Veterans seeking information on home improvement loan payment deferrals should contact Gateway at the customer service number located in their monthly statement.-----Helps veterans, military members and their spouses buy homes and then helps pay to improve it. Provides below-market interest rate loans to qualified Texas veterans for home repairs and improvement to their existing homes. Offers up to $50,000 for a 20-year loan or up to $10,000 for a 10-year loan. No down-payment is required, however, the program does require the following:   $10 flood certification fee, required at time of application   $125 title search fee, required at time of application   Closing costs.",e6f97542-84bd-4c55-98d0-b6510ac095e7
6e1f8e47-9e1a-4915-9dd9-0cd4121f764d,a27786d8-5be2-4443-bbca-e7f1698323de,"COVID-19 Update:In response to the COVID-19 pandemic, the VLB has issued a temporary moratorium on credit reporting, evictions and foreclosures, and a temporary suspension of late payment penalties. Current borrowers with loans should contact their loan servicer for assistance and more information (the customer service number located on their monthly statement).-----Gives veterans an opportunity to purchase homes with competitive, low-interest loans with little or no down-payments. Veterans, military members and their spouses may receive up to $647,200 on a fixed-rate loan for 15, 20, 25, or 30 year terms*. Veterans with a VA service-connected disability rating of 30% or greater qualify for a discounted interest rate.*All VLB interest rates and available discounts are subject to change at any time. VLB Base Rate is subject to adjustment on the first business day of each week. All VLB loans are subject to credit approval.",e6f97542-84bd-4c55-98d0-b6510ac095e7
fba99fd9-c1da-4272-9615-26b35fa2f566,4f604149-6bb6-46fd-b908-9dac2cbad9f9,"COVID-19 Update:In response to the COVID-19 pandemic, the VLB has issued a temporary moratorium on credit reporting, evictions and foreclosures, and a temporary suspension of late payment penalties. Veterans seeking information on land loan payment deferrals should contact DMI by registering on their website www.dovenmuehle.com under the hardship assistance link. Follow-up calls can be made to 866-397-5370 M-F from 8 a.m. to 5 p.m. -----Gives Texas veterans the opportunity to borrow up to $150,000 to purchase land at competitive interest rates while typically requiring a minimum 5% down payment for tracts one acre or more.Offers Texas veterans exclusive financing towards purchase of their own piece of Texas.The bonds used to fund the program are retired from loan repayments and the cost of administering the program is financed through a small fee charged on each loan.",e6f97542-84bd-4c55-98d0-b6510ac095e7
e7843446-88d2-4ac9-845c-a14bbe61064c,4697e161-0346-4ebd-be75-c6557c2836ff,"Offers financial assistance for one of the following every 6 months: 
- $50 for a bill, such as: rent, mortgage, utility (e.g. gas, water), or phone bill   
- At least $75 towards Austin Energy Plus 1 utility bill   
- $10 H-E-B gift cards for food (may offer up to 3 gift cards)   
- 31-day bus pass",1d5ea3ab-e31c-4ae7-ad05-23760cd145c6
87ddba46-863b-412f-b8f5-3a35b5cac85f,2e5e590c-6e78-497d-9f39-8f5b12df2159,"Provides financial assistance <mark>for individuals residing in any part of zip codes: 78703, 78705, 78751, or 78756, or a designated part of 78722.</mark> Enter your home address in the SSVdP Locator tool at <a href=""https://austinsvdp.info/""target=""_blank"">austinsvdp.info</a> to confirm St. Austin St. Vincent de Paul serves your address.

May assist with: 
- Rent
- Rental deposit and first month's rent
- Mortgage
- Utility bills (including electric, gas, and water)
- Eye exams and eyeglasses
- Prescriptions
- Vouchers for clothing, furniture, and household goods to be used at St. Vincent de Paul Thrift Store in Austin

<i>Society of St. Vincent de Paul (SSVdP) is a volunteer led organization that provides services within St. Austin Catholic Church parish boundaries. Eligible clients may receive assistance ONLY if they live within these boundaries. Enter your home address in the SSVdP Locator tool at <a href=""https://austinsvdp.info/""target=""_blank"">austinsvdp.info</a> to find the SSVdP that serves your area.<i>",2a622e8c-2cda-4d20-8fda-7f292c6b334b
